plantId,commonName,botanicalName,category,poolScore,poolLevel,slopeScore,slopeLevel,flowerBedScore,hedgeScore,grassScore,messiness,evergreenPresence,beeDraw,petKidCaution,colorType,welGardens,allStar,notes,roleReasons
1153,Coastal Redwood 'Aptos Blue',Sequoia sempervirens 'Aptos Blue',TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
1154,Coastal Redwood,Sequoia sempervirens 'Soquel',TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
1198,Fern Pine Column,Podocarpus gracilior,TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
1199,Fern Pine Standard Trunk,Podocarpus gracilior Std,TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
1231,Blue Italian Cypress,Cupressus sempervirens 'Glauca',TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
1394,Western Red Cedar 'Green Giant',Thuja plicata 'Green Giant',TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
1400,Weeping Blue Atlas Cedar,Cedrus atlantica 'Glauca Pendula',TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
261,Artemisia 'Powis Castle',Artemisia x 'Powis Castle',PERENNIALS,96,excellent,88,excellent,34,20,20,low,seasonal/deciduous,low,normal,foliage color,Perennial garden,,Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop | existing pool-safe design score"
832,Emerald Colonnade® Holly,Ilex crenata 'Sky Pencil',SHRUBS,90,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
891,Holly 'Sky Pencil',Ilex crenata 'Sky Pencil',SHRUBS,90,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
1009,Shrubby Yew Pine 'Maki',Podocarpus macrophyllus maki,SHRUBS,90,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
262,Artemisia 'Silver Mound',Artemisia schmidtiana 'Silver Mound',PERENNIALS,80,excellent,76,good,20,20,20,low,seasonal/deciduous,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop"
263,Artichoke,Cynara scolymus,PERENNIALS,80,excellent,56,usable,20,20,20,low,seasonal/deciduous,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop"
970,New Zealand Flax 'Sundowner' | Matsuda's,,SHRUBS,78,good,0,poor,20,20,20,low,semi-evergreen/uncertain,low,normal,foliage color,,,,"low-mess behavior | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
677,Australian Tree Fern,Cyathea cooperi,SHRUBS,74,good,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter
973,North Pole® Arborvitae,Thuja occidentalis 'North Pole',SHRUBS,74,good,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter
1027,Tasmanian Tree Fern,Dicksonia Antarctica,SHRUBS,74,good,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter
1029,Thuja 'Emerald Green',Thuja occidentalis 'Emerald Green',SHRUBS,74,good,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter
1229,Incense Cedar,Calocedrus decurrens,TREES,74,good,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter
1230,Italian Cypress,Cupressus sempervirens,TREES,74,good,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter
1342,Pindo Palm,Butia captitata,TREES,74,good,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter
1363,Queen Palm,Syagrus romanzoffianum,TREES,74,good,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter
1373,Sago Palm,Cycas revoluta,TREES,74,good,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter
269,Begonia rex,Begonia rex,PERENNIALS,72,good,100,excellent,20,20,20,low,seasonal/deciduous,low,normal,foliage color,,,,"low-mess behavior | color comes from foliage, not just flower drop"
290,Caladium,,PERENNIALS,72,good,20,poor,20,20,20,low,seasonal/deciduous,low,normal,foliage color,,,,"low-mess behavior | color comes from foliage, not just flower drop"
291,Caladium Heart to Heart® Series,Caladium Heart to Heart®,PERENNIALS,72,good,20,poor,20,20,20,low,seasonal/deciduous,low,normal,foliage color,,,,"low-mess behavior | color comes from foliage, not just flower drop"
442,Licorice Plant,Helichrysum petiolare,PERENNIALS,72,good,100,excellent,20,20,20,low,seasonal/deciduous,low,normal,foliage color,,,,"low-mess behavior | color comes from foliage, not just flower drop"
678,Autumn Fern,Dryopteris erythrosora,SHRUBS,72,good,76,good,20,20,20,low,semi-evergreen/uncertain,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | existing pool-safe design score
565,Variegated Elephant Bush,Portulacaria afra 'Variegata',PERENNIALS,66,good,10,poor,20,20,20,low,seasonal/deciduous,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
246,Aeonium,,PERENNIALS,62,usable,24,poor,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
247,Aeonium 'Mardi Gras',Aeonium 'Mardi Gras',PERENNIALS,62,usable,24,poor,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
248,Aeonium,Aeonium arboreum 'Zwartkop',PERENNIALS,62,usable,24,poor,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
251,Ajuga,Ajuga reptans 'Catlin's Giant',PERENNIALS,62,usable,100,excellent,62,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | bee-heavy flowering plant near pool"
255,Aloe 'Variegata',,PERENNIALS,62,usable,24,poor,20,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
257,Angel Wings Senecio,Senecio candicans 'Angel Wings',PERENNIALS,62,usable,12,poor,20,20,20,low,seasonal/deciduous,low,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
270,Berkeley Sedge,Carex divulsa (C. tumulicola),PERENNIALS,62,usable,76,good,76,20,90,low,seasonal/deciduous,medium,normal,flower color,Perennial garden,carex divulsa,Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,waterwise enough for Sacramento-area pool planter | low-mess behavior | clean foliage / grass-like / evergreen structure | grass/strappy texture works near pools | existing pool-safe design score
272,Black Mondo Grass,Ophiopogon planiscapus 'Nigrescens',PERENNIALS,62,usable,40,accent,62,20,90,low,seasonal/deciduous,medium,normal,foliage color,,,,"low-mess behavior | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | grass/strappy texture works near pools | existing pool-safe design score"
278,Blue Lithodora,Lithodora diffusa,PERENNIALS,62,usable,100,excellent,62,20,20,medium,evergreen/everpresent,medium,normal,foliage color,,,,"medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop"
279,Blue My Mind® Dwarf Morning Glory,Evolvulus 'Blue My Mind',PERENNIALS,62,usable,64,usable,62,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,,"low-mess behavior | color comes from foliage, not just flower drop"
281,Blue Spruce Stonecrop,Sedum reflexum 'Blue Spruce',PERENNIALS,62,usable,92,excellent,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
282,Blue Star Creeper,Isotoma fluviatilis 'Blue Star',PERENNIALS,62,usable,100,excellent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop"
284,Lomandra Mat Rush Breeze&#8482;,Lomandra longifolia 'Breeze',PERENNIALS,62,usable,64,usable,62,20,90,low,seasonal/deciduous,medium,normal,flower color,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | clean foliage / grass-like / evergreen structure | grass/strappy texture works near pools | existing pool-safe design score
285,Bright Lights&#8482; Horizon&#8482; Sunset African Daisy,Osteospermum fruticosum,PERENNIALS,62,usable,76,good,62,20,20,medium,evergreen/everpresent,medium,normal,foliage color,Popular Plant garden,,Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
286,Ajuga 'Bronze',Ajuga reptans 'Bronze',PERENNIALS,62,usable,100,excellent,62,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | bee-heavy flowering plant near pool"
294,California Gray Rush,Juncus patens,PERENNIALS,62,usable,40,accent,62,20,90,low,evergreen/everpresent,medium,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | grass/strappy texture works near pools | existing pool-safe design score"
298,Campfire Crassula,Crassula capitella 'Campfire',PERENNIALS,62,usable,68,good,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,Welcome garden; Shade garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
316,Crassula 'Calico Kitten',Crassula marginalis rubra,PERENNIALS,62,usable,56,usable,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,Welcome garden; Shade garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
317,Crassula ovata 'Gollum',Crassula ovata 'Gollum',PERENNIALS,62,usable,24,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,Welcome garden; Shade garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
318,Crassula ovata 'Hobbit',Crassula ovata 'Hobbit',PERENNIALS,62,usable,24,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,Welcome garden; Shade garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
319,Crassula ovata 'Minor',Crassula ovata 'Minor',PERENNIALS,62,usable,24,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,Welcome garden; Shade garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
320,Crassula ovata 'Variegated',Crassula ovata 'Variegated',PERENNIALS,62,usable,24,poor,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,Welcome garden; Shade garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
321,Crassula 'Princess Pine',Crassula 'Princess Pine',PERENNIALS,62,usable,68,good,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,Welcome garden; Shade garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | architectural accent, not dominant pool palette | existing pool-safe design score"
327,False Heather,Cuphea hyssopifolia,PERENNIALS,62,usable,32,poor,62,84,20,medium,evergreen/everpresent,medium,normal,foliage color,,,,"medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop"
328,Curly Rush,Juncus effusus 'Spiralis',PERENNIALS,62,usable,40,accent,62,20,90,low,evergreen/everpresent,medium,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | grass/strappy texture works near pools | existing pool-safe design score"
342,Dwarf Mondo Grass,Ophiopogon japonicus 'Nana',PERENNIALS,62,usable,100,excellent,62,20,90,low,evergreen/everpresent,medium,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | grass/strappy texture works near pools | existing pool-safe design score"
343,Silver Carpet,Dymondia margaretae,PERENNIALS,62,usable,100,excellent,76,20,20,low,evergreen/everpresent,medium,normal,foliage color,Perennial garden,,Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
345,Echeveria,,PERENNIALS,62,usable,24,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
347,Echeveria,Echeveria 'Blue Bird',PERENNIALS,62,usable,12,poor,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | bee-heavy flowering plant near pool | existing pool-safe design score"
350,Echeveria 'Frosty',,PERENNIALS,62,usable,68,good,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | bee-heavy flowering plant near pool | existing pool-safe design score"
360,Elephant Bush,Portulacaria afra,PERENNIALS,62,usable,10,poor,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
361,Thyme 'Elfin',Thymus serpyllum,PERENNIALS,62,usable,100,excellent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
368,Evolvulus,Evolvulus 'Beach Bum Blue',PERENNIALS,62,usable,64,usable,62,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,,"low-mess behavior | color comes from foliage, not just flower drop"
370,Feather Reed Grass 'Karl Foerster',Calamagrostis x 'Karl Foerster',PERENNIALS,62,usable,64,usable,62,20,90,low,seasonal/deciduous,medium,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | grass/strappy texture works near pools | existing pool-safe design score"
373,Fiber Optic Grass,Scirpus cernuus,PERENNIALS,62,usable,84,excellent,62,20,90,low,evergreen/everpresent,medium,normal,flower color,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | grass/strappy texture works near pools | existing pool-safe design score
378,Fountain Grass 'Fireworks',Pennisetum setaceum 'Fireworks',PERENNIALS,62,usable,64,usable,62,20,90,low,seasonal/deciduous,medium,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | grass/strappy texture works near pools | existing pool-safe design score"
380,French Lavender,Lavandula dentata,PERENNIALS,62,usable,44,accent,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | bee-heavy flowering plant near pool"
390,Germander 'Summer Sunshine',Teucrium chamaedrys 'Summer Sunshine',PERENNIALS,62,usable,100,excellent,62,20,20,low,seasonal/deciduous,medium,normal,foliage color,Popular Plant garden; Wildlife Habitat garden; Streetscape garden,,Matched local Sacramento County UC Master Gardener WEL source.,"WEL Streetscape garden match; good source signal for clean concrete-edge planting | waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop | existing pool-safe design score"
392,Golden Moneywort,Lysimachia nummularia 'Aurea',PERENNIALS,62,usable,100,excellent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
396,Green Moneywort,Lysimachia nummularia,PERENNIALS,62,usable,100,excellent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
397,Green Santolina,Santolina virens,PERENNIALS,62,usable,100,excellent,62,84,20,low,evergreen/everpresent,medium,normal,flower color,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
399,Northern Lights Tufted Hair Grass,Deschampsia 'Northern Lights',PERENNIALS,62,usable,84,excellent,62,20,90,low,evergreen/everpresent,medium,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | grass/strappy texture works near pools | existing pool-safe design score"
402,Haworthia,,PERENNIALS,62,usable,12,poor,20,20,20,medium,evergreen/everpresent,medium-high,normal,flower color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | architectural accent, not dominant pool palette | bee-heavy flowering plant near pool | existing pool-safe design score"
412,Kalanchoe 'Chocolate Soldier',Kalanchoe 'Chocolate Soldier',PERENNIALS,62,usable,56,usable,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
413,Kalanchoe millotii,Kalanchoe millotii,PERENNIALS,62,usable,24,poor,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | color comes from foliage, not just flower drop | architectural accent, not dominant pool palette | existing pool-safe design score"
424,Lantana 'Trailing Purple',Lantana montevidensis 'Trailing Purple',PERENNIALS,62,usable,100,excellent,62,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,Welcome garden; Popular Plant garden,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | bee-heavy flowering plant near pool"
432,Lavender 'Super Blue',Lavandula angustifolia 'Super Blue',PERENNIALS,62,usable,44,accent,62,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | bee-heavy flowering plant near pool"
433,Lavender 'Thumbelina Leigh',Lavandula angustifolia 'Thumbelina Leigh',PERENNIALS,62,usable,76,good,62,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | bee-heavy flowering plant near pool"
434,Lavender 'Goodwin Creek',Lavandula x 'Goodwin Creek',PERENNIALS,62,usable,44,accent,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | bee-heavy flowering plant near pool"
435,Lavender 'Grosso',Lavandula x intermedia 'Grosso',PERENNIALS,62,usable,44,accent,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | bee-heavy flowering plant near pool"
436,Lavender 'Hidcote',Lavandula angustifolia 'Hidcote',PERENNIALS,62,usable,44,accent,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | bee-heavy flowering plant near pool"
437,Lavender 'Munstead',Lavandula angustifolia 'Munstead',PERENNIALS,62,usable,44,accent,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | bee-heavy flowering plant near pool"
438,Lavender 'Provence',Lavandula x intermedia 'Provence',PERENNIALS,62,usable,56,usable,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for Sacramento-area pool planter | medium mess/flowering caution near pool | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | bee-heavy flowering plant near pool"
450,Mazus,Mazus reptans,PERENNIALS,62,usable,100,excellent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop"
